"GEO_ID","NAME","B25001_001E","B25001_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US19013000900","Census Tract 9; Black Hawk County; Iowa","1321","136",
"1400000US19013001000","Census Tract 10; Black Hawk County; Iowa","1635","164",
"1400000US19013001100","Census Tract 11; Black Hawk County; Iowa","1340","207",
"1400000US19013001200","Census Tract 12; Black Hawk County; Iowa","1150","153",
"1400000US19013001301","Census Tract 13.01; Black Hawk County; Iowa","1919","174",
"1400000US19013001302","Census Tract 13.02; Black Hawk County; Iowa","1839","152",
"1400000US19013001400","Census Tract 14; Black Hawk County; Iowa","2070","225",
"1400000US19013001501","Census Tract 15.01; Black Hawk County; Iowa","1772","205",
"1400000US19013001502","Census Tract 15.02; Black Hawk County; Iowa","2022","197",
"1400000US19013001503","Census Tract 15.03; Black Hawk County; Iowa","1647","131",
"1400000US19013001600","Census Tract 16; Black Hawk County; Iowa","1194","149",
"1400000US19013001701","Census Tract 17.01; Black Hawk County; Iowa","910","130",
"1400000US19013001702","Census Tract 17.02; Black Hawk County; Iowa","941","114",
"1400000US19013001800","Census Tract 18; Black Hawk County; Iowa","812","218",
"1400000US19013001900","Census Tract 19; Black Hawk County; Iowa","821","88",
"1400000US19013002000","Census Tract 20; Black Hawk County; Iowa","2543","214",
"1400000US19013002200","Census Tract 22; Black Hawk County; Iowa","1924","194",
"1400000US19013002301","Census Tract 23.01; Black Hawk County; Iowa","997","111",
"1400000US19013002303","Census Tract 23.03; Black Hawk County; Iowa","584","101",
"1400000US19013002304","Census Tract 23.04; Black Hawk County; Iowa","1224","129",
"1400000US19013002400","Census Tract 24; Black Hawk County; Iowa","1673","132",
"1400000US19013002500","Census Tract 25; Black Hawk County; Iowa","2688","220",
"1400000US19013002601","Census Tract 26.01; Black Hawk County; Iowa","2566","227",
"1400000US19013002604","Census Tract 26.04; Black Hawk County; Iowa","1675","131",
"1400000US19013002605","Census Tract 26.05; Black Hawk County; Iowa","2706","188",
"1400000US19013002606","Census Tract 26.06; Black Hawk County; Iowa","2128","358",
"1400000US19013002700","Census Tract 27; Black Hawk County; Iowa","1609","122",
"1400000US19013002800","Census Tract 28; Black Hawk County; Iowa","1233","152",
"1400000US19013002901","Census Tract 29.01; Black Hawk County; Iowa","540","59",
"1400000US19013002902","Census Tract 29.02; Black Hawk County; Iowa","1622","144",
"1400000US19013003001","Census Tract 30.01; Black Hawk County; Iowa","2543","263",
"1400000US19013003002","Census Tract 30.02; Black Hawk County; Iowa","1599","127",
"1400000US19015020100","Census Tract 201; Boone County; Iowa","1388","147",
"1400000US19015020200","Census Tract 202; Boone County; Iowa","1744","149",
"1400000US19015020300","Census Tract 203; Boone County; Iowa","3146","213",
"1400000US19015020400","Census Tract 204; Boone County; Iowa","1018","125",
"1400000US19015020500","Census Tract 205; Boone County; Iowa","2146","176",
"1400000US19015020600","Census Tract 206; Boone County; Iowa","840","104",
"1400000US19015020700","Census Tract 207; Boone County; Iowa","1759","127",
"1400000US19017004000","Census Tract 40; Bremer County; Iowa","677","78",
"1400000US19017004100","Census Tract 41; Bremer County; Iowa","1425","93",
"1400000US19017004200","Census Tract 42; Bremer County; Iowa","2078","132",
"1400000US19017004300","Census Tract 43; Bremer County; Iowa","753","76",
"1400000US19017004400","Census Tract 44; Bremer County; Iowa","1242","117",
"1400000US19017004500","Census Tract 45; Bremer County; Iowa","1218","112",
"1400000US19017004600","Census Tract 46; Bremer County; Iowa","2187","133",
"1400000US19017004700","Census Tract 47; Bremer County; Iowa","1005","86",
"1400000US19019950100","Census Tract 9501; Buchanan County; Iowa","1006","70",
"1400000US19019950200","Census Tract 9502; Buchanan County; Iowa","1489","109",
"1400000US19019950300","Census Tract 9503; Buchanan County; Iowa","1376","116",
"1400000US19019950400","Census Tract 9504; Buchanan County; Iowa","1270","100",
"1400000US19019950500","Census Tract 9505; Buchanan County; Iowa","1886","130",
"1400000US19019950600","Census Tract 9506; Buchanan County; Iowa","1918","133",
"1400000US19021960100","Census Tract 9601; Buena Vista County; Iowa","665","46",
"1400000US19021960200","Census Tract 9602; Buena Vista County; Iowa","853","73",
"1400000US19021960300","Census Tract 9603; Buena Vista County; Iowa","766","85",
"1400000US19021960400","Census Tract 9604; Buena Vista County; Iowa","2354","215",
"1400000US19021960500","Census Tract 9605; Buena Vista County; Iowa","2103","189",
"1400000US19021960600","Census Tract 9606; Buena Vista County; Iowa","1552","102",
"1400000US19023070100","Census Tract 701; Butler County; Iowa","1336","76",
"1400000US19023070200","Census Tract 702; Butler County; Iowa","825","65",
"1400000US19023070300","Census Tract 703; Butler County; Iowa","1372","92",
"1400000US19023070400","Census Tract 704; Butler County; Iowa","1714","83",
"1400000US19023070500","Census Tract 705; Butler County; Iowa","1323","89",
"1400000US19025950100","Census Tract 9501; Calhoun County; Iowa","1421","94",
"1400000US19025950200","Census Tract 9502; Calhoun County; Iowa","1485","90",
"1400000US19025950300","Census Tract 9503; Calhoun County; Iowa","877","64",
"1400000US19025950400","Census Tract 9504; Calhoun County; Iowa","1015","58",
"1400000US19027960100","Census Tract 9601; Carroll County; Iowa","1488","144",
"1400000US19027960200","Census Tract 9602; Carroll County; Iowa","1102","108",
"1400000US19027960300","Census Tract 9603; Carroll County; Iowa","3067","207",
"1400000US19027960400","Census Tract 9604; Carroll County; Iowa","1958","160",
"1400000US19027960500","Census Tract 9605; Carroll County; Iowa","803","73",
"1400000US19027960600","Census Tract 9606; Carroll County; Iowa","1142","107",
"1400000US19029190100","Census Tract 1901; Cass County; Iowa","1021","104",
"1400000US19029190200","Census Tract 1902; Cass County; Iowa","1045","90",
"1400000US19029190300","Census Tract 1903; Cass County; Iowa","682","78",
"1400000US19029190400","Census Tract 1904; Cass County; Iowa","2184","157",
"1400000US19029190500","Census Tract 1905; Cass County; Iowa","1461","158",
"1400000US19031450100","Census Tract 4501; Cedar County; Iowa","1362","94",
"1400000US19031450200","Census Tract 4502; Cedar County; Iowa","1548","113",
"1400000US19031450300","Census Tract 4503; Cedar County; Iowa","1683","148",
"1400000US19031450400","Census Tract 4504; Cedar County; Iowa","1198","89",
"1400000US19031450500","Census Tract 4505; Cedar County; Iowa","2509","181",
"1400000US19033950102","Census Tract 9501.02; Cerro Gordo County; Iowa","2269","223",
"1400000US19033950201","Census Tract 9502.01; Cerro Gordo County; Iowa","1435","132",
"1400000US19033950202","Census Tract 9502.02; Cerro Gordo County; Iowa","2173","230",
"1400000US19033950300","Census Tract 9503; Cerro Gordo County; Iowa","2438","212",
"1400000US19033950402","Census Tract 9504.02; Cerro Gordo County; Iowa","2307","236",
"1400000US19033950600","Census Tract 9506; Cerro Gordo County; Iowa","940","125",
"1400000US19033950700","Census Tract 9507; Cerro Gordo County; Iowa","2218","152",
"1400000US19033950800","Census Tract 9508; Cerro Gordo County; Iowa","2659","218",
"1400000US19033950900","Census Tract 9509; Cerro Gordo County; Iowa","1390","120",
"1400000US19033951000","Census Tract 9510; Cerro Gordo County; Iowa","1193","133",
"1400000US19033951400","Census Tract 9514; Cerro Gordo County; Iowa","1649","162",
"1400000US19033951600","Census Tract 9516; Cerro Gordo County; Iowa","2115","200",
"1400000US19035080101","Census Tract 801.01; Cherokee County; Iowa","1497","123",
"1400000US19035080102","Census Tract 801.02; Cherokee County; Iowa","1051","139",
"1400000US19035080200","Census Tract 802; Cherokee County; Iowa","1176","104",
"1400000US19035080300","Census Tract 803; Cherokee County; Iowa","731","65",
"1400000US19035080400","Census Tract 804; Cherokee County; Iowa","1102","97",
"1400000US19037070100","Census Tract 701; Chickasaw County; Iowa","1394","131",
"1400000US19037070200","Census Tract 702; Chickasaw County; Iowa","1175","128",
"1400000US19037070300","Census Tract 703; Chickasaw County; Iowa","1164","117",
"1400000US19037070400","Census Tract 704; Chickasaw County; Iowa","1809","226",
"1400000US19039960100","Census Tract 9601; Clarke County; Iowa","2942","150",
"1400000US19039960200","Census Tract 9602; Clarke County; Iowa","767","86",
"1400000US19039960300","Census Tract 9603; Clarke County; Iowa","813","106",
"1400000US19041080100","Census Tract 801; Clay County; Iowa","944","88",
"1400000US19041080200","Census Tract 802; Clay County; Iowa","2550","194",
"1400000US19041080301","Census Tract 803.01; Clay County; Iowa","1896","161",
"1400000US19041080302","Census Tract 803.02; Clay County; Iowa","1281","125",
"1400000US19041080400","Census Tract 804; Clay County; Iowa","1486","135",
"1400000US19043070100","Census Tract 701; Clayton County; Iowa","1657","108",
"1400000US19043070200","Census Tract 702; Clayton County; Iowa","1555","115",
"1400000US19043070300","Census Tract 703; Clayton County; Iowa","1602","92",
"1400000US19043070400","Census Tract 704; Clayton County; Iowa","1542","126",
"1400000US19043070500","Census Tract 705; Clayton County; Iowa","980","94",
"1400000US19043070600","Census Tract 706; Clayton County; Iowa","1460","104",
"1400000US19045000100","Census Tract 1; Clinton County; Iowa","1735","182",
"1400000US19045000200","Census Tract 2; Clinton County; Iowa","846","125",
"1400000US19045000300","Census Tract 3; Clinton County; Iowa","2269","235",
"1400000US19045000400","Census Tract 4; Clinton County; Iowa","1774","184",
"1400000US19045000500","Census Tract 5; Clinton County; Iowa","2212","179",
"1400000US19045000600","Census Tract 6; Clinton County; Iowa","1646","170",
"1400000US19045000700","Census Tract 7; Clinton County; Iowa","1863","178",
"1400000US19045000800","Census Tract 8; Clinton County; Iowa","2144","172",
"1400000US19045000900","Census Tract 9; Clinton County; Iowa","2645","276",
"1400000US19045001000","Census Tract 10; Clinton County; Iowa","1695","172",
"1400000US19045001100","Census Tract 11; Clinton County; Iowa","986","72",
"1400000US19045001200","Census Tract 12; Clinton County; Iowa","1766","138",
"1400000US19047070100","Census Tract 701; Crawford County; Iowa","801","74",
"1400000US19047070200","Census Tract 702; Crawford County; Iowa","971","85",
"1400000US19047070300","Census Tract 703; Crawford County; Iowa","897","87",
"1400000US19047070401","Census Tract 704.01; Crawford County; Iowa","1210","172",
"1400000US19047070402","Census Tract 704.02; Crawford County; Iowa","2266","157",
"1400000US19047070500","Census Tract 705; Crawford County; Iowa","724","81",
"1400000US19049050100","Census Tract 501; Dallas County; Iowa","3097","223",
"1400000US19049050200","Census Tract 502; Dallas County; Iowa","1717","135",
"1400000US19049050300","Census Tract 503; Dallas County; Iowa","2095","181",
"1400000US19049050400","Census Tract 504; Dallas County; Iowa","1383","165",
"1400000US19049050500","Census Tract 505; Dallas County; Iowa","913","106",
"1400000US19049050600","Census Tract 506; Dallas County; Iowa","1326","102",
"1400000US19049050700","Census Tract 507; Dallas County; Iowa","2744","246",
"1400000US19049050803","Census Tract 508.03; Dallas County; Iowa","5266","352",
"1400000US19049050805","Census Tract 508.05; Dallas County; Iowa","2179","236",
"1400000US19049050807","Census Tract 508.07; Dallas County; Iowa","3839","272",
"1400000US19049050812","Census Tract 508.12; Dallas County; Iowa","2235","195",
"1400000US19049050813","Census Tract 508.13; Dallas County; Iowa","990","214",
"1400000US19049050814","Census Tract 508.14; Dallas County; Iowa","2275","216",
"1400000US19049050815","Census Tract 508.15; Dallas County; Iowa","1969","231",
"1400000US19049050816","Census Tract 508.16; Dallas County; Iowa","3153","325",
"1400000US19049050817","Census Tract 508.17; Dallas County; Iowa","3151","342",
"1400000US19049050818","Census Tract 508.18; Dallas County; Iowa","1606","204",
"1400000US19049050901","Census Tract 509.01; Dallas County; Iowa","1647","168",
"1400000US19049050902","Census Tract 509.02; Dallas County; Iowa","3219","267",
"1400000US19051080100","Census Tract 801; Davis County; Iowa","1768","79",
"1400000US19051080200","Census Tract 802; Davis County; Iowa","1844","75",
"1400000US19053960100","Census Tract 9601; Decatur County; Iowa","1102","67",
"1400000US19053960200","Census Tract 9602; Decatur County; Iowa","1504","108",
"1400000US19053960300","Census Tract 9603; Decatur County; Iowa","1053","108",
"1400000US19055950100","Census Tract 9501; Delaware County; Iowa","1620","121",
"1400000US19055950200","Census Tract 9502; Delaware County; Iowa","1271","103",
"1400000US19055950300","Census Tract 9503; Delaware County; Iowa","2837","215",
"1400000US19055950400","Census Tract 9504; Delaware County; Iowa","2441","190",
"1400000US19057000200","Census Tract 2; Des Moines County; Iowa","1465","146",
"1400000US19057000300","Census Tract 3; Des Moines County; Iowa","1877","135",
"1400000US19057000400","Census Tract 4; Des Moines County; Iowa","1822","226",
"1400000US19057000500","Census Tract 5; Des Moines County; Iowa","2289","196",
"1400000US19057000600","Census Tract 6; Des Moines County; Iowa","1851","170",
"1400000US19057000700","Census Tract 7; Des Moines County; Iowa","1647","174",
"1400000US19057000800","Census Tract 8; Des Moines County; Iowa","1611","179",
"1400000US19057000900","Census Tract 9; Des Moines County; Iowa","1657","168",
"1400000US19057001000","Census Tract 10; Des Moines County; Iowa","2004","155",
"1400000US19057001100","Census Tract 11; Des Moines County; Iowa","1503","122",
"1400000US19057001200","Census Tract 12; Des Moines County; Iowa","1076","116",
"1400000US19059450200","Census Tract 4502; Dickinson County; Iowa","1135","90",
"1400000US19059450501","Census Tract 4505.01; Dickinson County; Iowa","1366","152",
"1400000US19059450502","Census Tract 4505.02; Dickinson County; Iowa","1654","140",
"1400000US19059450800","Census Tract 4508; Dickinson County; Iowa","1823","153",
"1400000US19059451000","Census Tract 4510; Dickinson County; Iowa","2837","186",
"1400000US19059451100","Census Tract 4511; Dickinson County; Iowa","5391","239",
"1400000US19061000100","Census Tract 1; Dubuque County; Iowa","1755","173",
"1400000US19061000300","Census Tract 3; Dubuque County; Iowa","969","137",
"1400000US19061000400","Census Tract 4; Dubuque County; Iowa","1628","150",
"1400000US19061000500","Census Tract 5; Dubuque County; Iowa","2158","208",
"1400000US19061000600","Census Tract 6; Dubuque County; Iowa","1417","202",
"1400000US19061000701","Census Tract 7.01; Dubuque County; Iowa","1332","168",
"1400000US19061000702","Census Tract 7.02; Dubuque County; Iowa","1761","207",
"1400000US19061000801","Census Tract 8.01; Dubuque County; Iowa","1769","141",
"1400000US19061000802","Census Tract 8.02; Dubuque County; Iowa","1557","133",
"1400000US19061000900","Census Tract 9; Dubuque County; Iowa","1496","171",
"1400000US19061001101","Census Tract 11.01; Dubuque County; Iowa","1380","111",
"1400000US19061001103","Census Tract 11.03; Dubuque County; Iowa","1025","173",
"1400000US19061001104","Census Tract 11.04; Dubuque County; Iowa","2100","240",
"1400000US19061001201","Census Tract 12.01; Dubuque County; Iowa","1803","143",
"1400000US19061001202","Census Tract 12.02; Dubuque County; Iowa","1158","127",
"1400000US19061001204","Census Tract 12.04; Dubuque County; Iowa","1226","120",
"1400000US19061001205","Census Tract 12.05; Dubuque County; Iowa","2103","227",
"1400000US19061010101","Census Tract 101.01; Dubuque County; Iowa","1128","97",
"1400000US19061010103","Census Tract 101.03; Dubuque County; Iowa","1581","191",
"1400000US19061010104","Census Tract 101.04; Dubuque County; Iowa","2112","216",
"1400000US19061010105","Census Tract 101.05; Dubuque County; Iowa","1501","172",
"1400000US19061010201","Census Tract 102.01; Dubuque County; Iowa","2491","200",
"1400000US19061010202","Census Tract 102.02; Dubuque County; Iowa","1705","120",
"1400000US19061010300","Census Tract 103; Dubuque County; Iowa","1270","114",
"1400000US19061010400","Census Tract 104; Dubuque County; Iowa","1578","132",
"1400000US19061010500","Census Tract 105; Dubuque County; Iowa","2010","167",
"1400000US19061010600","Census Tract 106; Dubuque County; Iowa","1275","90",
"1400000US19063070100","Census Tract 701; Emmet County; Iowa","830","80",
"1400000US19063070200","Census Tract 702; Emmet County; Iowa","751","66",
"1400000US19063070300","Census Tract 703; Emmet County; Iowa","1491","124",
"1400000US19063070400","Census Tract 704; Emmet County; Iowa","1448","100",
"1400000US19065080100","Census Tract 801; Fayette County; Iowa","1353","129",
"1400000US19065080200","Census Tract 802; Fayette County; Iowa","1458","93",
"1400000US19065080300","Census Tract 803; Fayette County; Iowa","1033","75",
"1400000US19065080400","Census Tract 804; Fayette County; Iowa","1399","119",
"1400000US19065080500","Census Tract 805; Fayette County; Iowa","1605","147",
"1400000US19065080600","Census Tract 806; Fayette County; Iowa","1160","80",
"1400000US19065080700","Census Tract 807; Fayette County; Iowa","1312","98",
"1400000US19067480100","Census Tract 4801; Floyd County; Iowa","1179","122",
"1400000US19067480200","Census Tract 4802; Floyd County; Iowa","1158","115",
"1400000US19067480300","Census Tract 4803; Floyd County; Iowa","1074","97",
"1400000US19067480400","Census Tract 4804; Floyd County; Iowa","1624","126",
"1400000US19067480500","Census Tract 4805; Floyd County; Iowa","2271","198",
"1400000US19069360100","Census Tract 3601; Franklin County; Iowa","1466","142",
"1400000US19069360200","Census Tract 3602; Franklin County; Iowa","2103","133",
"1400000US19069360300","Census Tract 3603; Franklin County; Iowa","1088","131",
"1400000US19071970100","Census Tract 9701; Fremont County; Iowa","973","71",
"1400000US19071970200","Census Tract 9702; Fremont County; Iowa","1177","82",
"1400000US19071970300","Census Tract 9703; Fremont County; Iowa","975","73",
"1400000US19073080100","Census Tract 801; Greene County; Iowa","783","91",
"1400000US19073080200","Census Tract 802; Greene County; Iowa","1227","122",
"1400000US19073080300","Census Tract 803; Greene County; Iowa","1457","128",
"1400000US19073080500","Census Tract 805; Greene County; Iowa","852","87",
"1400000US19075960100","Census Tract 9601; Grundy County; Iowa","1966","105",
"1400000US19075960200","Census Tract 9602; Grundy County; Iowa","1272","100",
"1400000US19075960300","Census Tract 9603; Grundy County; Iowa","1305","94",
"1400000US19075960400","Census Tract 9604; Grundy County; Iowa","955","71",
"1400000US19077950100","Census Tract 9501; Guthrie County; Iowa","2483","120",
"1400000US19077950200","Census Tract 9502; Guthrie County; Iowa","1062","92",
"1400000US19077950300","Census Tract 9503; Guthrie County; Iowa","2263","124",
"1400000US19079960100","Census Tract 9601; Hamilton County; Iowa","864","83",
"1400000US19079960200","Census Tract 9602; Hamilton County; Iowa","1543","124",
"1400000US19079960300","Census Tract 9603; Hamilton County; Iowa","1519","168",
"1400000US19079960400","Census Tract 9604; Hamilton County; Iowa","2147","168",
"1400000US19079960500","Census Tract 9605; Hamilton County; Iowa","967","85",
"1400000US19081270100","Census Tract 2701; Hancock County; Iowa","1826","131",
"1400000US19081270200","Census Tract 2702; Hancock County; Iowa","1028","115",
"1400000US19081270300","Census Tract 2703; Hancock County; Iowa","1248","113",
"1400000US19081270400","Census Tract 2704; Hancock County; Iowa","1014","90",
"1400000US19083480100","Census Tract 4801; Hardin County; Iowa","1282","101",
"1400000US19083480200","Census Tract 4802; Hardin County; Iowa","1251","119",
"1400000US19083480300","Census Tract 4803; Hardin County; Iowa","1542","143",
"1400000US19083480400","Census Tract 4804; Hardin County; Iowa","1440","113",
"1400000US19083480500","Census Tract 4805; Hardin County; Iowa","1307","132",
"1400000US19083480600","Census Tract 4806; Hardin County; Iowa","1189","114",
"1400000US19085290100","Census Tract 2901; Harrison County; Iowa","1293","81",
"1400000US19085290200","Census Tract 2902; Harrison County; Iowa","1533","89",
"1400000US19085290300","Census Tract 2903; Harrison County; Iowa","1214","108",
"1400000US19085290400","Census Tract 2904; Harrison County; Iowa","1627","128",
"1400000US19085290500","Census Tract 2905; Harrison County; Iowa","1031","101",
"1400000US19087970100","Census Tract 9701; Henry County; Iowa","1533","117",
"1400000US19087970200","Census Tract 9702; Henry County; Iowa","1234","84",
"1400000US19087970300","Census Tract 9703; Henry County; Iowa","2052","172",
"1400000US19087970400","Census Tract 9704; Henry County; Iowa","2028","166",
"1400000US19087970500","Census Tract 9705; Henry County; Iowa","1598","113",
"1400000US19089960100","Census Tract 9601; Howard County; Iowa","1830","141",
"1400000US19089960200","Census Tract 9602; Howard County; Iowa","1267","118",
"1400000US19089960300","Census Tract 9603; Howard County; Iowa","1223","102",
"1400000US19091970100","Census Tract 9701; Humboldt County; Iowa","1080","102",
"1400000US19091970200","Census Tract 9702; Humboldt County; Iowa","874","75",
"1400000US19091970300","Census Tract 9703; Humboldt County; Iowa","1372","93",
"1400000US19091970400","Census Tract 9704; Humboldt County; Iowa","1277","125",
"1400000US19093090100","Census Tract 901; Ida County; Iowa","1160","86",
"1400000US19093090200","Census Tract 902; Ida County; Iowa","948","73",
"1400000US19093090300","Census Tract 903; Ida County; Iowa","1261","97",
"1400000US19095960100","Census Tract 9601; Iowa County; Iowa","1799","132",
"1400000US19095960200","Census Tract 9602; Iowa County; Iowa","1943","137",
"1400000US19095960300","Census Tract 9603; Iowa County; Iowa","1457","107",
"1400000US19095960400","Census Tract 9604; Iowa County; Iowa","2170","177",
"1400000US19097950100","Census Tract 9501; Jackson County; Iowa","1293","142",
"1400000US19097950200","Census Tract 9502; Jackson County; Iowa","1756","146",
"1400000US19097950300","Census Tract 9503; Jackson County; Iowa","1630","120",
"1400000US19097950400","Census Tract 9504; Jackson County; Iowa","1698","115",
"1400000US19097950500","Census Tract 9505; Jackson County; Iowa","1798","149",
"1400000US19097950600","Census Tract 9506; Jackson County; Iowa","1107","122",
"1400000US19099040100","Census Tract 401; Jasper County; Iowa","1566","128",
"1400000US19099040200","Census Tract 402; Jasper County; Iowa","1813","120",
"1400000US19099040300","Census Tract 403; Jasper County; Iowa","1322","163",
"1400000US19099040400","Census Tract 404; Jasper County; Iowa","2567","227",
"1400000US19099040500","Census Tract 405; Jasper County; Iowa","2413","213",
"1400000US19099040600","Census Tract 406; Jasper County; Iowa","1428","192",
"1400000US19099040700","Census Tract 407; Jasper County; Iowa","2186","176",
"1400000US19099040800","Census Tract 408; Jasper County; Iowa","1653","144",
"1400000US19099040900","Census Tract 409; Jasper County; Iowa","1301","103",
"1400000US19099980000","Census Tract 9800; Jasper County; Iowa","0","10",
"1400000US19101090100","Census Tract 901; Jefferson County; Iowa","1318","139",
"1400000US19101090200","Census Tract 902; Jefferson County; Iowa","1578","152",
"1400000US19101090301","Census Tract 903.01; Jefferson County; Iowa","1088","176",
"1400000US19101090302","Census Tract 903.02; Jefferson County; Iowa","1276","105",
"1400000US19101090400","Census Tract 904; Jefferson County; Iowa","2446","233",
"1400000US19103000100","Census Tract 1; Johnson County; Iowa","3011","303",
"1400000US19103000200","Census Tract 2; Johnson County; Iowa","2772","255",
"1400000US19103000303","Census Tract 3.03; Johnson County; Iowa","1033","104",
"1400000US19103000304","Census Tract 3.04; Johnson County; Iowa","1275","204",
"1400000US19103000305","Census Tract 3.05; Johnson County; Iowa","1579","213",
"1400000US19103000306","Census Tract 3.06; Johnson County; Iowa","1536","245",
"1400000US19103000307","Census Tract 3.07; Johnson County; Iowa","1721","274",
"1400000US19103000401","Census Tract 4.01; Johnson County; Iowa","1417","204",
"1400000US19103000402","Census Tract 4.02; Johnson County; Iowa","2027","203",
"1400000US19103000501","Census Tract 5.01; Johnson County; Iowa","2225","207",
"1400000US19103000502","Census Tract 5.02; Johnson County; Iowa","1498","149",
"1400000US19103000600","Census Tract 6; Johnson County; Iowa","1948","195",
"1400000US19103001100","Census Tract 11; Johnson County; Iowa","1860","243",
"1400000US19103001200","Census Tract 12; Johnson County; Iowa","985","95",
"1400000US19103001300","Census Tract 13; Johnson County; Iowa","1449","196",
"1400000US19103001400","Census Tract 14; Johnson County; Iowa","2293","254",
"1400000US19103001500","Census Tract 15; Johnson County; Iowa","1322","123",
"1400000US19103001601","Census Tract 16.01; Johnson County; Iowa","2673","337",
"1400000US19103001602","Census Tract 16.02; Johnson County; Iowa","1738","235",
"1400000US19103001700","Census Tract 17; Johnson County; Iowa","1623","202",
"1400000US19103001801","Census Tract 18.01; Johnson County; Iowa","2786","294",
"1400000US19103001802","Census Tract 18.02; Johnson County; Iowa","1642","168",
"1400000US19103002100","Census Tract 21; Johnson County; Iowa","1201","140",
"1400000US19103002300","Census Tract 23; Johnson County; Iowa","1101","138",
"1400000US19103010100","Census Tract 101; Johnson County; Iowa","3253","249",
"1400000US19103010200","Census Tract 102; Johnson County; Iowa","1950","158",
"1400000US19103010303","Census Tract 103.03; Johnson County; Iowa","3693","305",
"1400000US19103010304","Census Tract 103.04; Johnson County; Iowa","2775","288",
"1400000US19103010305","Census Tract 103.05; Johnson County; Iowa","2516","325",
"1400000US19103010306","Census Tract 103.06; Johnson County; Iowa","1005","162",
"1400000US19103010307","Census Tract 103.07; Johnson County; Iowa","1657","247",
"1400000US19103010308","Census Tract 103.08; Johnson County; Iowa","2092","202",
"1400000US19103010401","Census Tract 104.01; Johnson County; Iowa","1626","194",
"1400000US19103010402","Census Tract 104.02; Johnson County; Iowa","1219","155",
"1400000US19103010501","Census Tract 105.01; Johnson County; Iowa","2579","260",
"1400000US19103010502","Census Tract 105.02; Johnson County; Iowa","1137","104",
"1400000US19105070100","Census Tract 701; Jones County; Iowa","1536","140",
"1400000US19105070301","Census Tract 703.01; Jones County; Iowa","864","122",
"1400000US19105070302","Census Tract 703.02; Jones County; Iowa","807","116",
"1400000US19105070401","Census Tract 704.01; Jones County; Iowa","1012","110",
"1400000US19105070402","Census Tract 704.02; Jones County; Iowa","1221","94",
"1400000US19105070500","Census Tract 705; Jones County; Iowa","1300","154",
"1400000US19105070600","Census Tract 706; Jones County; Iowa","2149","151",
"1400000US19107080100","Census Tract 801; Keokuk County; Iowa","1011","84",
"1400000US19107080200","Census Tract 802; Keokuk County; Iowa","1188","87",
"1400000US19107080300","Census Tract 803; Keokuk County; Iowa","1303","99",
"1400000US19107080400","Census Tract 804; Keokuk County; Iowa","1145","80",
"1400000US19109950100","Census Tract 9501; Kossuth County; Iowa","1146","90",
"1400000US19109950200","Census Tract 9502; Kossuth County; Iowa","1039","78",
